Week,Opponent,Start,SuccPlays,PI,FailPlays,TotPlays,SuccRate,SuccYards,FailYards,TotYards,SYardsPerP,FYardsPerP,YardsPerP,PassSuccPlays,PassFailPlays,PassTotPlays,PassSuccYards,PassFailYards,PassTotYards,PassSuccRate,PSuccYPP,PFailYPP,PYPP
1,Chargers,Yes,18.0,0.0,15.0,33.0,0.5454545454545454,268.0,9.0,277.0,8.121212121212121,0.2727272727272727,8.393939393939394,13.0,14.0,27.0,247.0,9.0,256.0,0.48148148148148145,9.148148148148149,0.3333333333333333,9.481481481481481
