Week,Opponent,Start,SuccPlays,PI,FailPlays,TotPlays,SuccRate,SuccYards,FailYards,TotYards,SYardsPerP,FYardsPerP,YardsPerP,PassSuccPlays,PassFailPlays,PassTotPlays,PassSuccYards,PassFailYards,PassTotYards,PassSuccRate,PSuccYPP,PFailYPP,PYPP
1,Ravens,No,7.0,1.0,15.0,22.0,0.34782608695652173,97.0,-13.0,84.0,4.409090909090909,-0.5909090909090909,3.8181818181818183,5.0,10.0,15.0,72.0,2.0,74.0,0.3333333333333333,4.8,0.13333333333333333,4.933333333333334
