Week,Opponent,Start,SuccPlays,PI,FailPlays,TotPlays,SuccRate,SuccYards,FailYards,TotYards,SYardsPerP,FYardsPerP,YardsPerP,PassSuccPlays,PassFailPlays,PassTotPlays,PassSuccYards,PassFailYards,PassTotYards,PassSuccRate,PSuccYPP,PFailYPP,PYPP
1,Chiefs,Yes,29.0,0.0,24.0,53.0,0.5471698113207547,398.0,4.0,402.0,7.509433962264151,0.07547169811320754,7.584905660377358,29.0,23.0,52.0,398.0,10.0,408.0,0.5576923076923077,7.653846153846154,0.19230769230769232,7.846153846153846
