Week,Opponent,Start,SuccPlays,PI,FailPlays,TotPlays,SuccRate,SuccYards,FailYards,TotYards,SYardsPerP,FYardsPerP,YardsPerP,PassSuccPlays,PassFailPlays,PassTotPlays,PassSuccYards,PassFailYards,PassTotYards,PassSuccRate,PSuccYPP,PFailYPP,PYPP
1,Falcons,Yes,13.0,1.0,24.0,37.0,0.3684210526315789,108.0,17.0,125.0,2.918918918918919,0.4594594594594595,3.3783783783783785,12.0,22.0,34.0,93.0,24.0,117.0,0.35294117647058826,2.735294117647059,0.7058823529411765,3.4411764705882355
