Week,Opponent,Start,SuccPlays,PI,FailPlays,TotPlays,SuccRate,SuccYards,FailYards,TotYards,SYardsPerP,FYardsPerP,YardsPerP,PassSuccPlays,PassFailPlays,PassTotPlays,PassSuccYards,PassFailYards,PassTotYards,PassSuccRate,PSuccYPP,PFailYPP,PYPP
1,Saints,Yes,26.0,1.0,10.0,36.0,0.7297297297297297,449.0,7.0,456.0,12.472222222222221,0.19444444444444445,12.666666666666666,19.0,9.0,28.0,412.0,5.0,417.0,0.6785714285714286,14.714285714285714,0.17857142857142858,14.892857142857142
